relative_path,size_bytes,size_mib,sha256,media_kind,priority,drive_action,duplicate_of
assets/flow_v8_odoo/S065_network_users_1080p.mp4,4623840,4.41,80e13abc23a6f7002ddd8faddc42f50ad2580cbc3e8e7031f2fb62f9df494fb2,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/flow_v8_odoo/S073_adaptive_computer_1080p.mp4,3819854,3.64,8b48d0877592b11ff484b7674b8927f52a072b8c8d71b228160732970320d2ef,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/flow_v9_raw/V9_002.mp4,3241339,3.09,20ef6a7cc4d86805c3146fce5bd9eaf716c9f63bb02b0ba6a81198ec8f480940,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/flow_v9_raw/V9_004.mp4,6094525,5.81,4dc6d7282e242b4269daf1ec470b6765d1f39b5ebedfc1be7d528d1667f2cc7a,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/flow_v9_raw/V9_005.mp4,5042235,4.81,187b639fee2c4b5bd0bffea3a9e67b7a58c01cf3f0bf13b2e9bc19d6819d5e13,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/flow_v9_raw/V9_006.mp4,5032303,4.80,ed2615dbb297f41cf950c1e6f53097c43f58c10728d5d9a99f07f88216f39a1f,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/flow_v9_raw/V9_007.mp4,6520045,6.22,bd50b5e8466c60de4fbe232e98179c5bc0a4ac4d57da68334799b66abc9b83d0,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/flow_v9_raw/V9_008.mp4,4602281,4.39,61699ccd07c8fe8835e34f3ceea54a94359ec7470bc40046b2b4265a91aaa006,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/flow_v9_raw/V9_010.mp4,4705346,4.49,7e1342a90d5f645bbc5ba8ea280d40b4ae6f01ac1fb5b3e783adaaf8105d6718,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/flow_v9_raw/V9_012.mp4,3080625,2.94,dd6aa18d57f1be83e0301869d93fa90b86661e310a127d20ce36e4f6fe76cbb2,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/flow_v9_raw/V9_014.mp4,5144290,4.91,709ba3dceed8847017bf54df69833a65e1bdaab9d5b931dfb5941a0ffc3ebbfd,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/flow_v9_raw/V9_015.mp4,3951652,3.77,20d9572e11ff7b481ea5be3414aaf7410a000d9d83f6a5a0161904ace5baea3c,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/flow_v9_raw/V9_017.mp4,4384263,4.18,b08e56d628027b2210fddb28fd26d8a622487d93f3e2145cae7ca8b4f303fce0,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/flow_v9_raw/V9_018.mp4,3834869,3.66,d190211138df921db61d44f4af95e69fa04e92fe85be222bb2e846dadb349aaa,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/flow_v9_raw/V9_019.mp4,5367585,5.12,32431f05a5de888e093cb2d3c13635d4b4338858b8f0855bb073b0b3b431d76e,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/flow_v9_raw/V9_021.mp4,5486463,5.23,fc9cb7df83824315de70203ea81f5bf6db1028875c8b4d10d2bdd16a2f22fbd9,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/flow_v9_raw/V9_023.mp4,7751738,7.39,d98b53e4c2c0ec45cb539b4030d52d415fda45c875da2e6695e8b1bc3a403f1f,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/flow_v9_raw/V9_024.mp4,6269938,5.98,0c5689d648eacbd62ab9034f2cafbfa9ea555a90ade3f1ecd0b691ffb0909a33,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/flow_v9_raw/V9_027.mp4,2784608,2.66,d22e6bfb4c91b0516b3e51669f9892f2a1aa08f23077aa0be16902152fb508d4,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/flow_v9_raw/V9_029.mp4,4972671,4.74,9fb7c4a7ec426f88cd315c0ee469c59851d5eaf834bb0636162407f8ae10a374,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/flow_v9_raw/V9_030.mp4,6332230,6.04,d7cfcc3d43bf9ecf05c9b28de394a099650acf45ef09274d1e024b2b6b8a1223,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/flow_v9_raw/V9_033.mp4,5327080,5.08,fcb2cb19ee47820c6a0a138683f3cd8c70b38c4fcedfcfe935842324f4717b09,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/flow_v9_raw/V9_034.mp4,5692117,5.43,14891732d6d88cc12eda68939c7f4aa2b6a7af7ff605b74f9156f8629dfdab7a,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/flow_v9_raw/V9_035.mp4,5560894,5.30,a16e67a88167e50e9322c7e7a8fa792b47193d842fb2287100dd45db7870570b,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/flow_v9_raw/V9_036.mp4,5910198,5.64,ad4f131c9165e0a7af2cb8aff4174ea00bf83054baffad4ab61ace6166f07351,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/flow_v9_raw/V9_037.mp4,3877953,3.70,a19d3a390f04cc5d172abcfa2a90ef341e72de4b4b462e31673a81bef3d0d3e1,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/flow_v9_raw/V9_038.mp4,2869356,2.74,845eeb8d38fead4dcfed8845835927ddd1b7df5439f9d59808e84a8527a05aea,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/flow_v9_raw/V9_066.mp4,7251616,6.92,fc4607f7c2b7d199d490140df5a53a7a6cc504dc401bf12637ec02fc82736bce,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/flow_v9_raw/V9_068.mp4,5751351,5.48,5f5b8abc466a2179b71b17814b79f56dcf0bc6fa5ab55a70a2bd337ad9ec93d4,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/flow_v9_raw/V9_069.mp4,6573625,6.27,dd3c5d0e2e7db86fee2ad091cac9ce3c1db3b590290b4deb329ce27c187e10bb,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v10_source_cards/S016_source_card.png,366730,0.35,4c25904b2822edae6fec9274b609cc0654e54b5b8f240de2b7a2444573468a21,image,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v10_source_cards/S025_source_card.png,760377,0.73,2d805b95b20d92dc7ff11127340aa1eed28f56e5c24d9a818082959e11bf1b56,image,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v10_source_cards/S036_source_card.png,194535,0.19,5ad4d9f55380e699e7dfde8a2a9aafab1316bd0467ed3a630959051b2f83bed0,image,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v10_source_cards/S042_source_card.png,187449,0.18,0ee3e355e8e53e7af399043357fa07895ab5c930cb682b4dbe1ec27057da35c1,image,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v10_source_cards/S048_source_card.png,656318,0.63,20175a42fd7fe333d100ebd6829c5fc051e7c24ff02971f2234a6ffe750afcd3,image,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v10_source_cards/S056_source_card.png,590719,0.56,dcafda117cf4540a963240af335127902e2e197e29723936bb8b7c7faaa5f2b2,image,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v10_source_cards/S064_source_card.png,551942,0.53,7a94dfc7bf3f442b4014facaab98620e6771ebe02aba358c4ae3c63d120113c8,image,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v10_source_cards/S070_source_card.png,374164,0.36,8a4422d5192a5db4ced613c8c705f5445b71ff7351055fa3faa6c9401fceef4e,image,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v10_source_cards/S076_source_card.png,231137,0.22,8f5ec0ccb9fc146e843cc7e6b8b9a2886c9f5e6cc83f351f64677470893a11b4,image,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_graphics_r5/MG01_open_black_box.mp4,261223,0.25,f345c2903fa9dd485c096a223834bd66beb09328bedb3029b099ef192044ca5c,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_graphics_r5/MG02_three_layers.mp4,284223,0.27,0f53510c5783db02b58aeeb11c0dbf3f1751974f39099f1698b2c22a86b3744f,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_graphics_r5/MG03_access_participation.mp4,348744,0.33,3ae7915b0c437266da77f152450a946f52914f8c8fc5d86fc20983b7329d8b35,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_graphics_r5/MG04_matrix_intro.mp4,305078,0.29,e113733d7987445c52fd282963430178c9d3c9ab1b3ae4ed565ddc5293fb0338,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_graphics_r5/MG05_matrix_axes.mp4,333971,0.32,38bbf538d1ddc98cab8b9a39b87900e66b51536ed330cd4134f504c26d6b49e2,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_graphics_r5/MG06_matrix_instrumentalism.mp4,328793,0.31,6a7768ffdaf8a2e88a5d970a984ea606e281afccd0debd36893c76c6ab8d21aa,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_graphics_r5/MG07_matrix_determinism.mp4,323679,0.31,bfd52159ff07b82a921f8102588ba157dc54a8a700f8e70aac3c8382901eaa1b,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_graphics_r5/MG08_matrix_substantivism.mp4,319735,0.30,aca8c478e776d17b14cccf768b8a560e2603c18b940372ce0c4b3561e7326e54,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_graphics_r5/MG09_matrix_critical_theory.mp4,333753,0.32,36af7213d95127d768d17cc2ae3f734fae759da9378426ee1ff6e66b69566a39,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_graphics_r5/MG10_meta_choice.mp4,359008,0.34,6a2cc61640492e1a59adb60b9c7ff45469f286bab65f52912c49bf407e4d608a,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_graphics_r5/MG11_relative_underdetermination.mp4,430386,0.41,a2a1547a21bc821c8369a6e055d4bdd6b203b22d7b62fcea95ccedd889ade911,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_graphics_r5/MG12_technical_code.mp4,352101,0.34,5a6cbc2133224723aa9e80709399176a3b32cf1cd18ed162261a4707516166cb,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_graphics_r5/MG13_democratization_title.mp4,402965,0.38,041b842baba80ba62facfd0b34a26daa57a04040c5b4f4257feb421249a9cf14,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_graphics_r5/MG14_democratic_rationalization.mp4,386721,0.37,05e171c9bd240313d04f1af670cd7375265dd49455b1de9b98ae13b72f6761f7,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_graphics_r5/MG15_effective_feedback.mp4,267956,0.26,7e952f5b357dd024bcf6c2efaf36dc64cefe882bd35ea8e4eb853d3b563b7ca8,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_graphics_r5/MG16_network_transformation.mp4,584263,0.56,e6c0be32808699a60ec2a7cc42b7bbda2d5a082eb7a698b55ef644f905e3d10f,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_graphics_r5/MG17_evidence_boundary.mp4,379390,0.36,eeb576f8965a2ec74c1fcabbe658f4ddb28766995a16125266768d036d6b50a3,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_graphics_r5/MG18_three_analytic_layers.mp4,330403,0.32,4dea3b2d2d73f67d0c0f007e4023bb4a433c8446785261e0efe84b44b0b314b8,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_graphics_r5/MG19_five_questions.mp4,409872,0.39,e0591aee6b8264076d3845c5b94445874514b6fac47aa82bb8a6564efe73f41d,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_graphics_r5/MG20_value_to_parameter.mp4,313662,0.30,a19ebb3e5cbbe6fdc97944a16cc5c2476d7149b9ccaaf48553fb64ba7b1e4b0a,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_graphics_r5/MG21_traceable_feedback.mp4,341830,0.33,530c5fcae04929e32186708362b0ed7e2b63bd72fb5ae1a35300947972098fc9,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_graphics_r5/MG22_five_conditions.mp4,344760,0.33,27ca83783718eb90fb15facaa1f8735a93faab44dcf95e9111f4949e48b276f3,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_graphics_r5/MG23_central_question.mp4,298439,0.28,2bddf728ce683bdff019614a847c128564be8be78c1c1acafbd1ecdf6ad41702,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_graphics_r5/MG24_conclusion_layers.mp4,327801,0.31,cafc6260b08b08dc0f0897e20bf3b28f3b06453db90cbbd1244e86d3394f2da5,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_graphics_r5/MG25_open_paths.mp4,291985,0.28,3c05137940c386cc314498922a57bf6daa3ed02f0088a3fffca2c3475264e05e,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_graphics_r5/MG26_methodological_motif.mp4,420987,0.40,0af637beb640362da7b6dbee97ae9cda5ace99d8a6e3eacdd8f220fda105a040,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_graphics_r5/MG27_hypothetical_boundary.mp4,293862,0.28,30fdbbdada8207e661a8ca5b9f324d2a110cdd5063464b5d728989e9ccf05377,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_graphics_r5/MG28_democracy_not_access.mp4,385437,0.37,1bbd3652fd61108c1ca33131d42f16270852bc390f55b076ea07b9eb1902171f,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_graphics_r5/MG29_ambivalent_paths.mp4,401725,0.38,d9387e1a860296375724dc0fa34c4d35ea6b2ca496e86490733cc1135c66bf0c,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_graphics_r5/MG30_collective_priority.mp4,344044,0.33,27f0b178dc889895cd1c33229d79098784d8397ba9386ddc167eda7f62e7feef,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_graphics_r5/MG31_participation_chain.mp4,448115,0.43,557c5fe3283ceec2ef3cf31a87d7721a2cee2a454eacbb255af418ef1b4f980a,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_graphics_r5/MG32_design_genealogy.mp4,369770,0.35,bcd74f4921e9415f6ec362f21e90183fe34e4cd21b93aa7ee5eca728cae315fa,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_graphics_r5/MG33_parameter_trace.mp4,307525,0.29,06f1f156c94d5d153286a185bbba73f8d5f649f8765b8602a47ca6ec04d3fe8b,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_graphics_r5/MG34_access_at_scale.mp4,374207,0.36,927142adcc68c055b4f2f60e9cfe87fd6906e9b9c2d3ed274a9086a60cf68861,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_graphics_r5/MG35_red_thread_bridge.mp4,393068,0.37,05b28185da8f51e472b63573f38cc73c85724284016e9811d1923cc055ad8792,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_graphics_r5/MG36_complementary_knowledge.mp4,377806,0.36,87dc012f5394a281fbd4dd9bf65d83b7c42a5c06db347a39ae7551a06423ee8d,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_graphics_r5/MG37_effective_window.mp4,366363,0.35,48b6040e0cbf72056ad72f3462e5fe4a91e6b421013aedc88edf95ea438d6e0e,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_graphics_r5/MG38_excluded_interest.mp4,396964,0.38,75acd34c838f9ea3828801f523d3c9defd54a8bf28f3330ec1266f2a85852e7e,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_graphics_r5/MG39_cautious_potential.mp4,315079,0.30,5f03142c1b2b41590bf3e31939964cfa14d8ab2f6bff7afacd6b8e071a3e193e,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_graphics_r5/MG40_stakeholder_map.mp4,490046,0.47,d30bf52ce859a80ba4669f0104371bc5386244f731412ad1098d96d6868b6f64,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_graphics_r5/MG41_value_specification.mp4,323628,0.31,55b7bb905672ab25e8a9a7b5ee4506fa85742c34ad9d8fc5a73d8e69ccdb46fc,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_graphics_r5/MG42_efficiency_for_whom.mp4,451399,0.43,0076e46ee98f0b86871cba4d25001b3ad2a11f255a7b5452c6d0c4284c91415a,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_graphics_r5/MG43_action_frame.mp4,297836,0.28,d6a7bfb3a29a23e9a06a77f0cb0d29b7b8b4bd42f5f59636829c557bdf924c37,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_graphics_r5/MG44_correct_spec_wrong_goal.mp4,417795,0.40,11910de270b90fd023c5a69e40c37fc32a8a9a78b170378ee36e535bbfd84f0a,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_graphics_r5/MG45_feedback_path.mp4,373073,0.36,15512857f47158a4832b1e7bbddeca0e6ad6e566da0bee4c4a1d391936f41a48,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_overlays_r3/S001_01_provenance.png,10721,0.01,3dbfd4463ee4483738e8f1d52e73bf968afe3e0a168a9daac8d19dd6f110ec85,image,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_overlays_r3/S001_overlay.png,8117,0.01,2ddd2a231ccc44c9ecbef59b1c310a1f293d200347f766c8f21f19e8921bef31,image,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_overlays_r3/S005_overlay.png,47492,0.05,24aff131c3dcdf76b601194fe9f1db8da2fce442b2161106f942530a916c442c,image,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_overlays_r3/S015_overlay.png,18260,0.02,d40af0d3a7b388c90d3ea2a4be62557d667eac808e1e8848c1115602b0f4c393,image,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_overlays_r3/S039_overlay.png,18446,0.02,d2b8ec4a2c57445621d48e536ba4b930582e94b199b7fb75dd7f407c633c8638,image,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_overlays_r3/S053_overlay.png,18696,0.02,b011fb789785d240c1e47f9c8c1348bb735d9e799e1b19edcddb4b9c16f375d6,image,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_overlays_r3/S064_overlay.png,24374,0.02,4defe0f3bb13d6ac1866f682176e8d9ac3e751df8ea8c1b9ec96ce1cb924f2e4,image,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_overlays_r3/S080_overlay.png,17905,0.02,ec8524df931a43873af55c47054d3cf22a2280aafd319cb48b5717bed60b5b59,image,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_overlays_r3/S082_overlay.png,17137,0.02,3b2e9cc0d3a3d7beb397438e7a4ee02092ece04513605f76445e21843d5a110d,image,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_overlays_r3/S083_overlay.png,19911,0.02,aa787bfc209b472bc4d22f18893786039a16168f14146fe277eb414aa42901b8,image,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_overlays_r3/S084_overlay.png,21247,0.02,cfbe5227363b183e6be328091a4d41eecee4ae354275456d95e510142d369cbd,image,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_overlays_r3/S085_overlay.png,20871,0.02,8f248b1d32d9b0152a1af4e95e7a84098904ea402b0f7e861c5406c0af9915e6,image,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_overlays_r3/S086_overlay.png,19157,0.02,7a9cbca65a853f98abcd4f60504a42d607eba8b4ab3ffbd3b352a2d587802fa5,image,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_overlays_r3/S091_overlay.png,18162,0.02,7e1ae08a90ffac9ecdc2a4828d8bda4be19aa55b214b5b79ef10e2d6b2e138d8,image,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_overlays_r3/S095_overlay.png,17608,0.02,476138d3eeab4c4486e8790e29bc46d5d4fbe87a274ce89dcbb9d86ce76c2e01,image,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_real/mixkit/mixkit_1781_1080.mp4,40259484,38.39,8457dadb3b68bcc8408aa506cdfa7a03043b6c41304f3a29ff9b51259f7c3133,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_real/mixkit/mixkit_242_1080.mp4,27507555,26.23,ede04165e33c597cdec6988703e7d81218ef15ade3c819902180a0f287877a1b,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_real/mixkit/mixkit_29991_1080.mp4,48351625,46.11,750393ab7c5ec006cf8107941559142d541cc2aa826d28c78179b599a17e1a1a,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_real/mixkit/mixkit_29993_1080.mp4,60549829,57.74,dfd7981152d1d0d9e4542fdb75be1019ea8f1a6616dd761ef35ed4a5d20ec619,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_real/mixkit/mixkit_30005_1080.mp4,40687064,38.80,359de70fa65d3bfbb7f3f8765054f4b68778ef9c9ac90ba9b423111b5ffafab3,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_real/mixkit/mixkit_308_1080.mp4,63851206,60.89,c58673c8c096b6c0c2974639a08d2efa2ce1e4999bb08704f0f0fc4e24d228a6,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
